"zip","population","city","county"
"33319",52000,"Fort Lauderdale","Broward County"
"33415",51874,"West Palm Beach","Palm Beach County"
"32256",51638,"Jacksonville","Duval County"
"33810",51427,"Lakeland","Polk County"
"32725",50825,"Deltona","Volusia County"
"32164",50721,"Palm Coast","Flagler County"
"33612",50697,"Tampa","Hillsborough County"
"33321",50307,"Fort Lauderdale","Broward County"
"33021",50300,"Hollywood","Broward County"
"33175",50233,"Miami","Miami-Dade County"
"33324",49994,"Fort Lauderdale","Broward County"
"32835",49890,"Orlando","Orange County"
"32303",49824,"Tallahassee","Leon County"
"32712",49738,"Apopka","Orange County"
"32839",49304,"Orlando","Orange County"
"34668",49271,"Port Richey","Pasco County"
"33617",48987,"Tampa","Hillsborough County"
"33615",48849,"Tampa","Hillsborough County"
"32837",48762,"Orlando","Orange County"
"33461",48575,"Lake Worth","Palm Beach County"
"32304",48568,"Tallahassee","Leon County"
"33162",48326,"Miami","Miami-Dade County"
"33179",48196,"Miami","Miami-Dade County"
"32738",47917,"Deltona","Volusia County"
"32907",47823,"Palm Bay","Brevard County"
"33436",47606,"Boynton Beach","Palm Beach County"
"32708",47437,"Winter Springs","Seminole County"
"33193",47116,"Miami","Miami-Dade County"
"33147",47065,"Miami","Miami-Dade County"
"32940",47030,"Melbourne","Brevard County"
"32137",46970,"Palm Coast","Flagler County"
"33614",46844,"Tampa","Hillsborough County"
"33126",46798,"Miami","Miami-Dade County"
"34293",46782,"Venice","Sarasota County"
"34761",46233,"Ocoee","Orange County"
"34983",45943,"Port Saint Lucie","St. Lucie County"
"34786",45914,"Windermere","Orange County"
"34135",45781,"Bonita Springs","Lee County"
"33844",45765,"Haines City","Polk County"
"33428",45694,"Boca Raton","Palm Beach County"
"33610",45622,"Tampa","Hillsborough County"
"33016",45620,"Hialeah","Miami-Dade County"
"33433",45580,"Boca Raton","Palm Beach County"
"34997",45562,"Stuart","Martin County"
"32746",45331,"Lake Mary","Seminole County"
"32092",45098,"Saint Augustine","St. Johns County"
"34655",45050,"New Port Richey","Pasco County"
"33020",44914,"Hollywood","Broward County"
"33029",44876,"Hollywood","Broward County"
"34758",44793,"Kissimmee","Osceola County"
"34609",44696,"Spring Hill","Hernando County"
"32514",43940,"Pensacola","Escambia County"
"34748",43915,"Leesburg","Lake County"
"33009",43893,"Hallandale","Broward County"
"33880",43732,"Winter Haven","Polk County"
"33155",43702,"Miami","Miami-Dade County"
"33076",43660,"Pompano Beach","Broward County"
"34743",43330,"Kissimmee","Osceola County"
"33914",43289,"Cape Coral","Lee County"
"33418",42997,"Palm Beach Gardens","Palm Beach County"
"32566",42878,"Navarre","Santa Rosa County"
"33579",42456,"Riverview","Hillsborough County"
"32724",42326,"Deland","Volusia County"
"32257",42271,"Jacksonville","Duval County"
"33169",42156,"Miami","Miami-Dade County"
"32073",42135,"Orange Park","Clay County"
"33010",42081,"Hialeah","Miami-Dade County"
"33160",42058,"North Miami Beach","Miami-Dade County"
"32224",41919,"Jacksonville","Duval County"
"34952",41779,"Port Saint Lucie","St. Lucie County"
"33624",41661,"Tampa","Hillsborough County"
"32258",41595,"Jacksonville","Duval County"
"32526",41522,"Pensacola","Escambia County"
"34208",41521,"Bradenton","Manatee County"
"32935",41342,"Melbourne","Brevard County"
"32216",41010,"Jacksonville","Duval County"
"32404",40969,"Panama City","Bay County"
"33014",40739,"Hialeah","Miami-Dade County"
"33322",40738,"Fort Lauderdale","Broward County"
"33604",40328,"Tampa","Hillsborough County"
"33172",40278,"Miami","Miami-Dade County"
"32811",40191,"Orlando","Orange County"
"32065",40035,"Orange Park","Clay County"
"32034",40026,"Fernandina Beach","Nassau County"
"33837",39979,"Davenport","Polk County"
"34203",39757,"Bradenton","Manatee County"
"32571",39756,"Milton","Santa Rosa County"
"32955",39745,"Rockledge","Brevard County"
"33071",39677,"Coral Springs","Broward County"
"34759",39528,"Kissimmee","Polk County"
"33619",39272,"Tampa","Hillsborough County"
"33905",39247,"Fort Myers","Lee County"
"33881",38946,"Winter Haven","Polk County"
"32707",38868,"Casselberry","Seminole County"
"33908",38844,"Fort Myers","Lee County"
"32780",38552,"Titusville","Brevard County"
"32714",38306,"Altamonte Springs","Seminole County"
"34120",38191,"Naples","Collier County"
"33437",38178,"Boynton Beach","Palm Beach County"
"33055",37977,"Opa Locka","Miami-Dade County"
"33134",37958,"Miami","Miami-Dade County"
"34698",37838,"Dunedin","Pinellas County"
"33309",37829,"Fort Lauderdale","Broward County"
"32810",37755,"Orlando","Orange County"
"33813",37582,"Lakeland","Polk County"
"33435",37533,"Boynton Beach","Palm Beach County"
"33060",37522,"Pompano Beach","Broward County"
"33613",37354,"Tampa","Hillsborough County"
"33056",37274,"Miami Gardens","Miami-Dade County"
"33823",37082,"Auburndale","Polk County"
"32817",36808,"Orlando","Orange County"
"32909",36725,"Palm Bay","Brevard County"
"33460",36578,"Lake Worth Beach","Palm Beach County"
"32904",36556,"Melbourne","Brevard County"
"33030",36405,"Homestead","Miami-Dade County"
"34608",36398,"Spring Hill","Hernando County"
"33040",36379,"Key West","Monroe County"
"33317",36322,"Fort Lauderdale","Broward County"
"33410",36277,"Palm Beach Gardens","Palm Beach County"
"33909",36172,"Cape Coral","Lee County"
"32084",36129,"Saint Augustine","St. Johns County"
"32506",36066,"Pensacola","Escambia County"
"32209",36062,"Jacksonville","Duval County"
"33884",36058,"Winter Haven","Polk County"
"33141",35967,"Miami Beach","Miami-Dade County"
"32211",35863,"Jacksonville","Duval County"
"33594",35824,"Valrico","Hillsborough County"
"32812",35822,"Orlando","Orange County"
"34116",35710,"Naples","Collier County"
"32114",35583,"Daytona Beach","Volusia County"
"33417",35555,"West Palm Beach","Palm Beach County"
"32807",35479,"Orlando","Orange County"
"32207",35392,"Jacksonville","Duval County"
"34653",35319,"New Port Richey","Pasco County"
"33543",35187,"Wesley Chapel","Pasco County"
"33139",35100,"Miami Beach","Miami-Dade County"
"33351",35082,"Fort Lauderdale","Broward County"
"32277",34880,"Jacksonville","Duval County"
"33611",34877,"Tampa","Hillsborough County"
"32570",34755,"Milton","Santa Rosa County"
"33135",34742,"Miami","Miami-Dade County"
"33952",34731,"Port Charlotte","Charlotte County"
"33133",34500,"Miami","Miami-Dade County"
"34207",34437,"Bradenton","Manatee County"
"34142",34411,"Immokalee","Collier County"
"33174",34335,"Miami","Miami-Dade County"
"34232",34324,"Sarasota","Sarasota County"
"33990",34275,"Cape Coral","Lee County"
"32547",34124,"Fort Walton Beach","Okaloosa County"
"33710",34102,"Saint Petersburg","Pinellas County"
"34209",34089,"Bradenton","Manatee County"
"33183",34057,"Miami","Miami-Dade County"
"34683",34031,"Palm Harbor","Pinellas County"
"32578",34022,"Niceville","Okaloosa County"
"32720",33876,"Deland","Volusia County"
"32503",33875,"Pensacola","Escambia County"
"33801",33861,"Lakeland","Polk County"
"32086",33817,"Saint Augustine","St. Johns County"
"32301",33803,"Tallahassee","Leon County"
"33073",33691,"Pompano Beach","Broward County"
"32309",33675,"Tallahassee","Leon County"
"33409",33372,"West Palm Beach","Palm Beach County"
"34638",33183,"Land O'Lakes","Pasco County"
"33173",33026,"Miami","Miami-Dade County"
"34119",33017,"Naples","Collier County"
"33130",32946,"Miami","Miami-Dade County"
"33407",32904,"West Palm Beach","Palm Beach County"
"33180",32881,"Miami","Miami-Dade County"
"32507",32766,"Pensacola","Escambia County"
"33713",32713,"Saint Petersburg","Pinellas County"
"33570",32620,"Ruskin","Hillsborough County"
"33756",32615,"Clearwater","Pinellas County"
"33156",32582,"Miami","Miami-Dade County"
"34472",32528,"Ocala","Marion County"
"34231",32413,"Sarasota","Sarasota County"
"33904",32345,"Cape Coral","Lee County"
"32773",32342,"Sanford","Seminole County"
"34772",32268,"Saint Cloud","Osceola County"
"32312",32244,"Tallahassee","Leon County"
"33462",32232,"Lake Worth","Palm Beach County"
"33442",32076,"Deerfield Beach","Broward County"
"34491",32062,"Summerfield","Marion County"
"33150",31807,"Miami","Miami-Dade County"
"32757",31758,"Mount Dora","Lake County"
"32043",31705,"Green Cove Springs","Clay County"
"33143",31688,"Miami","Miami-Dade County"
"34243",31656,"Sarasota","Manatee County"
"33401",31625,"West Palm Beach","Palm Beach County"
"33054",31590,"Opa Locka","Miami-Dade County"
"33325",31546,"Fort Lauderdale","Broward County"
"33326",31514,"Fort Lauderdale","Broward County"
"32539",31392,"Crestview","Okaloosa County"
"32208",31368,"Jacksonville","Duval County"
"33445",31283,"Delray Beach","Palm Beach County"
"33470",31165,"Loxahatchee","Palm Beach County"
"32832",31143,"Orlando","Orange County"
"33702",31119,"Saint Petersburg","Pinellas County"
"33334",31047,"Fort Lauderdale","Broward County"
"33404",31034,"West Palm Beach","Palm Beach County"
"34205",30966,"Bradenton","Manatee County"
"32205",30913,"Jacksonville","Duval County"
"33809",30897,"Lakeland","Polk County"
"33026",30868,"Hollywood","Broward County"
"33626",30736,"Tampa","Hillsborough County"
"34990",30606,"Palm City","Martin County"
"32221",30597,"Jacksonville","Duval County"
"33993",30572,"Cape Coral","Lee County"
"32583",30534,"Milton","Santa Rosa County"
"33917",30512,"North Fort Myers","Lee County"
"33547",30431,"Lithia","Hillsborough County"
"33830",30396,"Bartow","Polk County"
"33556",30386,"Odessa","Hillsborough County"
"32607",30306,"Gainesville","Alachua County"
"33803",30230,"Lakeland","Polk County"
"32159",30111,"Lady Lake","Lake County"
"33510",30103,"Brandon","Hillsborough County"
"32327",30090,"Crawfordville","Wakulla County"
"32168",30074,"New Smyrna Beach","Volusia County"
"32533",29975,"Cantonment","Escambia County"
"34769",29975,"Saint Cloud","Osceola County"
"34639",29953,"Land O'Lakes","Pasco County"
"33928",29948,"Estero","Lee County"
"34667",29836,"Hudson","Pasco County"
"33013",29830,"Hialeah","Miami-Dade County"
"32003",29810,"Fleming Island","Clay County"
"32117",29720,"Daytona Beach","Volusia County"
"32405",29661,"Panama City","Bay County"
"33441",29576,"Deerfield Beach","Broward County"
"33328",29544,"Fort Lauderdale","Broward County"
"33185",29530,"Miami","Miami-Dade County"
"34986",29319,"Port Saint Lucie","St. Lucie County"
"33145",29240,"Miami","Miami-Dade County"
"33069",29228,"Pompano Beach","Broward County"
"32809",29207,"Orlando","Orange County"
"32779",29111,"Longwood","Seminole County"
"33558",29098,"Lutz","Hillsborough County"
"33314",28978,"Fort Lauderdale","Broward County"
"33625",28818,"Tampa","Hillsborough County"
"32958",28729,"Sebastian","Indian River County"
"33971",28712,"Lehigh Acres","Lee County"
"32082",28697,"Ponte Vedra Beach","St. Johns County"
"32250",28619,"Jacksonville Beach","Duval County"
"33138",28609,"Miami","Miami-Dade County"
"33596",28558,"Valrico","Hillsborough County"
"32563",28511,"Gulf Breeze","Santa Rosa County"
"33573",28491,"Sun City Center","Hillsborough County"
"33919",28483,"Fort Myers","Lee County"
"33544",28472,"Wesley Chapel","Pasco County"
"32826",28428,"Orlando","Orange County"
"34266",28420,"Arcadia","DeSoto County"
"33618",28416,"Tampa","Hillsborough County"
"33771",28412,"Largo","Pinellas County"
"33308",28406,"Fort Lauderdale","Broward County"
"33127",28306,"Miami","Miami-Dade County"
"33897",28083,"Davenport","Polk County"
"32505",28055,"Pensacola","Escambia County"
"33598",27978,"Wimauma","Hillsborough County"
"32163",27953,"The Villages","Sumter County"
"32127",27908,"Port Orange","Volusia County"
"33967",27887,"Fort Myers","Lee County"
"33584",27863,"Seffner","Hillsborough County"
"34219",27838,"Parrish","Manatee County"
"32819",27826,"Orlando","Orange County"
"34606",27795,"Spring Hill","Hernando County"
"33446",27774,"Delray Beach","Palm Beach County"
"33764",27681,"Clearwater","Pinellas County"
"32937",27611,"Satellite Beach","Brevard County"
"34684",27607,"Palm Harbor","Pinellas County"
"33028",27583,"Pembroke Pines","Broward County"
"32901",27574,"Melbourne","Brevard County"
"32927",27570,"Cocoa","Brevard County"
"34771",27537,"Saint Cloud","Osceola County"
"33705",27426,"Saint Petersburg","Pinellas County"
"33755",27279,"Clearwater","Pinellas County"
"34689",27076,"Tarpon Springs","Pinellas County"
"33913",27056,"Fort Myers","Lee County"
"32806",26927,"Orlando","Orange County"
"32962",26904,"Vero Beach","Indian River County"
"33563",26874,"Plant City","Hillsborough County"
"34202",26762,"Bradenton","Manatee County"
"32789",26741,"Winter Park","Orange County"
"34982",26727,"Fort Pierce","St. Lucie County"
"34287",26721,"North Port","Sarasota County"
"33860",26658,"Mulberry","Polk County"
"33629",26625,"Tampa","Hillsborough County"
"34471",26614,"Ocala","Marion County"
"34112",26597,"Naples","Collier County"
"33144",26596,"Miami","Miami-Dade County"
"33936",26537,"Lehigh Acres","Hendry County"
"33166",26364,"Miami","Miami-Dade County"
"33781",26315,"Pinellas Park","Pinellas County"
"32605",26313,"Gainesville","Alachua County"
"32177",26290,"Palatka","Putnam County"
"33484",26262,"Delray Beach","Palm Beach County"
"33569",26189,"Riverview","Hillsborough County"
"33916",26153,"Fort Myers","Lee County"
"33406",26093,"West Palm Beach","Palm Beach County"
"33805",26064,"Lakeland","Polk County"
"34736",26040,"Groveland","Lake County"
"34747",26021,"Kissimmee","Osceola County"
"33703",25900,"Saint Petersburg","Pinellas County"
"33811",25886,"Lakeland","Polk County"
"34109",25845,"Naples","Collier County"
"33907",25828,"Fort Myers","Lee County"
"33770",25811,"Largo","Pinellas County"
"33545",25721,"Wesley Chapel","Pasco County"
"32223",25604,"Jacksonville","Duval County"
"33331",25418,"Fort Lauderdale","Broward County"
"33825",25393,"Avon Park","Highlands County"
"34652",25335,"New Port Richey","Pasco County"
"33870",25314,"Sebring","Highlands County"
"33137",25283,"Miami","Miami-Dade County"
"32536",25210,"Crestview","Okaloosa County"
"33712",25178,"Saint Petersburg","Pinellas County"
"32750",25176,"Longwood","Seminole County"
"32967",25116,"Vero Beach","Indian River County"
"34476",25106,"Ocala","Marion County"
"33707",25059,"Saint Petersburg","Pinellas County"
"34714",25047,"Clermont","Lake County"
"33991",24993,"Cape Coral","Lee County"
"32905",24971,"Palm Bay","Brevard County"
"32953",24924,"Merritt Island","Brevard County"
"32763",24852,"Orange City","Volusia County"
"33062",24805,"Pompano Beach","Broward County"
"33950",24702,"Punta Gorda","Charlotte County"
"33067",24696,"Pompano Beach","Broward County"
"34110",24584,"Naples","Collier County"
"33189",24575,"Miami","Miami-Dade County"
"33542",24573,"Zephyrhills","Pasco County"
"32701",24551,"Altamonte Springs","Seminole County"
"34715",24484,"Clermont","Lake County"
"34113",24413,"Naples","Collier County"
"32081",24368,"Ponte Vedra","St. Johns County"
"32778",24317,"Tavares","Lake County"
"33901",24284,"Fort Myers","Lee County"
"34104",24269,"Naples","Collier County"
"33607",24257,"Tampa","Hillsborough County"
"33709",24120,"Saint Petersburg","Pinellas County"
"34481",24113,"Ocala","Marion County"
"32233",24041,"Atlantic Beach","Duval County"
"32960",23961,"Vero Beach","Indian River County"
"33572",23846,"Apollo Beach","Hillsborough County"
"33426",23781,"Boynton Beach","Palm Beach County"
"33034",23774,"Homestead","Miami-Dade County"
"34212",23754,"Bradenton","Manatee County"
"33327",23734,"Fort Lauderdale","Broward County"
"34654",23727,"New Port Richey","Pasco County"
"33782",23723,"Pinellas Park","Pinellas County"
"32836",23708,"Orlando","Orange County"
"33772",23664,"Seminole","Pinellas County"
"32726",23661,"Eustis","Lake County"
"34974",23601,"Okeechobee","Glades County"
"32548",23575,"Fort Walton Beach","Okaloosa County"
"33444",23569,"Delray Beach","Palm Beach County"
"33496",23549,"Boca Raton","Palm Beach County"
"32129",23543,"Port Orange","Volusia County"
"33168",23458,"Miami","Miami-Dade County"
"32606",23317,"Gainesville","Alachua County"
"33541",23224,"Zephyrhills","Pasco County"
"32025",23193,"Lake City","Columbia County"
"32308",23125,"Tallahassee","Leon County"
"34601",23054,"Brooksville","Hernando County"
"33486",22991,"Boca Raton","Palm Beach County"
"34480",22956,"Ocala","Marion County"
"32119",22935,"Daytona Beach","Volusia County"
"33634",22927,"Tampa","Hillsborough County"
"34473",22902,"Ocala","Marion County"
"33566",22842,"Plant City","Hillsborough County"
"33167",22823,"Miami","Miami-Dade County"
"32751",22815,"Maitland","Orange County"
"34482",22755,"Ocala","Marion County"
